Area de conhecimento,Área de Avaliação,subavaliação,campo estudo
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,ADMINISTRAÇÃO MUNICIPAL E URBANA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,ESTUDOS DA HABITAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,ASPECTOS SOCIAIS DO PLANEJAMENTO URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,ASPECTOS ECONÔMICOS DO PLANEJAMENTO URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,ASPECTOS FÍSICO-AMBIENTAIS DO PLANEJ. URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,SERVIÇOS COMUNITÁRIOS
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,INFRA-ESTRUTURAS URBANAS E REGIONAIS
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,TRANSPORTE E TRÁFEGO URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,LEGISLAÇÃO URBANA E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,DISTRIBUIÇÃO ESPACIAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,DISTRIBUIÇÃO ESPACIAL GERAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,DISTRIBUIÇÃO ESPACIAL URBANA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,DISTRIBUIÇÃO ESPACIAL RURAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,TENDÊNCIA POPULACIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,TENDÊNCIAS PASSADAS
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,TAXAS E ESTIMATIVAS CORRENTES
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,PROJEÇÕES
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,COMPONENTES DA DINÂMICA DEMOGRÁFICA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,FECUNDIDADE
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,MORTALIDADE
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,MIGRAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,NUPCIALIDADE E FAMÍLIA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,CASAMENTO E DIVÓRCIO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,FAMÍLIA E REPRODUÇÃO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,DEMOGRAFIA HISTÓRICA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,DISTRIBUIÇÃO ESPACIAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,"NATALIDADE, MORTALIDADE, MIGRAÇÃO"
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,MÉTODOS E TÉCNICAS DE DEMOGRAFIA HISTÓRICA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,POLÍTICA PÚBLICA E POPULAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,POLÍTICA POPULACIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,POLÍTICAS DE REDISTRIBUIÇÃO DE POPULAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,POLÍTICAS DE PLANEJAMENTO FAMILIAR
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,DEMOGRAFIA,FONTES DE DADOS DEMOGRÁFICOS
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,TEORIA DA INFORMAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,TEORIA GERAL DA INFORMAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,PROCESSOS DA COMUNICAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,REPRESENTAÇÃO DA INFORMAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,BIBLIOTECONOMIA
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,TEORIA DA CLASSIFICAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,"MÉTODOS QUANTITATIVOS, BIBLIOMETRIA"
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,TÉCNICAS DE RECUPERAÇÃO DE INFORMAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,PROCESSOS DE DISSEMINAÇÃO DA INFORMAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,ARQUIVOLOGIA
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,CIÊNCIA DA INFORMAÇÃO,ORGANIZAÇÃO DE ARQUIVOS
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,MUSEOLOGIA,Não informado
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,TEORIA DA COMUNICAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,JORNALISMO E EDITORAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,TEORIA E ÉTICA DO JORNALISMO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,ORGANIZAÇÃO EDITORIAL DE JORNAIS
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,ORGANIZAÇÃO COMERCIAL DE JORNAIS
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,"JORNALISMO ESPECIALIZADO (COMUNITÁRIO, RURAL, EMP. CIENTIF.)"
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,RÁDIO E TELEVISÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,RADIODIFUSÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,VIDEODIFUSÃO
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,RELAÇÕES PÚBLICAS E PROPAGANDA
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,COMUNICAÇÃO VISUAL
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,PROGRAMAÇÃO VISUAL
CIÊNCIAS SOCIAIS APLICADAS,CIÊNCIAS SOCIAIS APLICADAS I,COMUNICAÇÃO,DESENHO DE PRODUTO
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,FUNDAMENTOS DO SERVIÇO SOCIAL
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL APLICADO
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL DO TRABALHO
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL DA EDUCAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL DO MENOR
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL DA SAÚDE
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,SERVIÇO SOCIAL DA HABITAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,ECONOMIA DOMÉSTICA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO FILOSOFIA,FILOSOFIA,HISTÓRIA DA FILOSOFIA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO FILOSOFIA,FILOSOFIA,METAFÍSICA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO FILOSOFIA,FILOSOFIA,LÓGICA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO FILOSOFIA,FILOSOFIA,ÉTICA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO FILOSOFIA,FILOSOFIA,EPISTEMOLOGIA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO FILOSOFIA,FILOSOFIA,FILOSOFIA BRASILEIRA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO TEOLOGIA,TEOLOGIA,HISTÓRIA DA TEOLOGIA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO TEOLOGIA,TEOLOGIA,TEOLOGIA MORAL
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO TEOLOGIA,TEOLOGIA,TEOLOGIA SISTEMÁTICA
CIÊNCIAS HUMANAS,FILOSOFIA / TEOLOGIA: SUBCOMISSÃO TEOLOGIA,TEOLOGIA,TEOLOGIA PASTORAL
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,FUNDAMENTOS DA SOCIOLOGIA
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,TEORIA SOCIOLÓGICA
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,HISTÓRIA DA SOCIOLOGIA
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,SOCIOLOGIA DO CONHECIMENTO
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,SOCIOLOGIA DO DESENVOLVIMENTO
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,SOCIOLOGIA URBANA
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,SOCIOLOGIA RURAL
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,SOCIOLOGIA DA SAÚDE
CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,OUTRAS SOCIOLOGIAS ESPECÍFICAS
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ANTROPOLOGIA,TEORIA ANTROPOLÓGICA
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ANTROPOLOGIA,ETNOLOGIA INDÍGENA
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ANTROPOLOGIA,ANTROPOLOGIA URBANA
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ANTROPOLOGIA,ANTROPOLOGIA RURAL
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ANTROPOLOGIA,ANTROPOLOGIA DAS POPULAÇÕES AFRO-BRASILEIRAS
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ARQUEOLOGIA,TEORIA E MÉTODO EM ARQUEOLOGIA
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ARQUEOLOGIA,ARQUEOLOGIA PRÉ-HISTÓRICA
CIÊNCIAS HUMANAS,ANTROPOLOGIA / ARQUEOLOGIA,ARQUEOLOGIA,ARQUEOLOGIA HISTÓRICA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,TEORIA E FILOSOFIA DA HISTÓRIA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA ANTIGA E MEDIEVAL
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA MODERNA E CONTEMPORÂNEA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DA AMÉRICA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DOS ESTADOS UNIDOS
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA LATINO-AMERICANA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DO BRASIL
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DO BRASIL COLÔNIA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DO BRASIL IMPÉRIO
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DO BRASIL REPÚBLICA
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA REGIONAL DO BRASIL
CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,HISTÓRIA DAS CIÊNCIAS
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA HUMANA
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA DA POPULAÇÃO
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA AGRÁRIA
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA URBANA
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA ECONÔMICA
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA POLÍTICA
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,GEOGRAFIA REGIONAL
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,TEORIA DO DESENVOLVIMENTO REGIONAL
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,REGIONALIZAÇÃO
CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,ANÁLISE REGIONAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,FUNDAMENTOS E MEDIDAS DA PSICOLOGIA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,"HISTÓRIA, TEORIAS E SISTEMAS EM PSICOLOGIA"
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,"METODOLOGIA, INSTRUMENTAÇÃO E EQUIPAMENTO EM PSICOLOGIA"
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,"CONSTRUÇÃO E VALIDADE DE TESTES, ESC. E O. MEDIDAS PSICOLÓG."
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,"TÉCN. DE PROCES. ESTÁT., MATEMÁTICO E COMPUT. EM PSICOLOGIA"
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA EXPERIMENTAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROCESSOS PERCEPTUAIS E MOTORES
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,"PROCESSOS DE APRENDIZAGEM, MEMÓRIA E MOTIVAÇÃO"
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROCESSOS COGNITIVOS E ATENCIONAIS
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,ESTADOS SUBJETIVOS E EMOÇÃO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA FISIOLÓGICA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,"NEUROLOGIA, ELETROFISIOLOGIA E COMPORTAMENTO"
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROCESSOS PSICO-FISIOLÓGICOS
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,ESTIMULAÇÃO ELÉTRICA E COM DROGAS; COMPORTAMENTO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOBIOLOGIA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA COMPARATIVA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,ESTUDOS NATURALÍSTICOS DO COMPORTAMENTO ANIMAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,MECANISMOS INSTINTIVOS E PROCESSOS SOCIAIS EM ANIMAIS
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA SOCIAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,RELAÇÕES INTERPESSOAIS
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROCESSOS GRUPAIS E DE COMUNICAÇÃO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PAPEIS E ESTRUTURAS SOCIAIS; INDIVÍDUO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA COGNITIVA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA DO DESENVOLVIMENTO HUMANO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROCESSOS PERCEPTUAIS E COGNITIVOS; DESENVOLVIMENTO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,DESENVOLVIMENTO SOCIAL E DA PERSONALIDADE
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA DO ENSINO E DA APRENDIZAGEM
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PLANEJAMENTO INSTITUCIONAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROGRAMAÇÃO DE CONDIÇÕES DE ENSINO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,TREINAMENTO DE PESSOAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,APRENDIZAGEM E DESEMPENHO ACADÊMICOS
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,ENSINO E APRENDIZAGEM NA SALA DE AULA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PSICOLOGIA DO TRABALHO E ORGANIZACIONAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,ANÁLISE INSTITUCIONAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,RECRUTAMENTO E SELEÇÃO DE PESSOAL
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,TREINAMENTO E AVALIAÇÃO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,FATORES HUMANOS NO TRABALHO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PLANEJAMENTO AMBIENTAL E COMPORTAMENTO HUMANO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,TRATAMENTO E PREVENÇÃO PSICOLÓGICA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,INTERVENÇÃO TERAPÊUTICA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,PROGRAMAS DE ATENDIMENTO COMUNITÁRIO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,TREINAMENTO E REABILITAÇÃO
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,DESVIOS DA CONDUTA
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,DISTÚRBIOS DA LINGUAGEM
CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,DISTÚRBIOS PSICOSSOMÁTICOS
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,FUNDAMENTOS DA EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,FILOSOFIA DA EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,HISTÓRIA DA EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,SOCIOLOGIA DA EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ANTROPOLOGIA EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ECONOMIA DA EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,PSICOLOGIA EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ADMINISTRAÇÃO EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ADMINISTRAÇÃO DE SISTEMAS EDUCACIONAIS
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ADMINISTRAÇÃO DE UNIDADES EDUCATIVAS
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,PLANEJAMENTO E AVALIAÇÃO EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,POLÍTICA EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,PLANEJAMENTO EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,"AVAL. DE SISTEMAS, INST. PLANOS  E PROGRAMAS EDUCACIONAIS"
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ENSINO-APRENDIZAGEM
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,TEORIAS DA INSTRUÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MÉTODOS E TÉCNICAS DE ENSINO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,TECNOLOGIA EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,AVALIAÇÃO DA APRENDIZAGEM
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,CURRÍCULO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,TEORIA GERAL DE PLANEJAMENTO E DESENV. CURRICULAR
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,CURRÍCULOS ESPECÍFICOS PARA NÍVEIS E TIPOS DE EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ORIENTAÇÃO E ACONSELHAMENTO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ORIENTAÇÃO EDUCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ORIENTAÇÃO VOCACIONAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,TÓPICOS ESPECÍFICOS DE EDUCAÇÃO
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,EDUCAÇÃO DE ADULTOS
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,EDUCAÇÃO PERMANENTE
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,EDUCAÇÃO RURAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,EDUCAÇÃO EM PERIFERIAS URBANAS
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,EDUCAÇÃO ESPECIAL
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,EDUCAÇÃO PRÉ-ESCOLAR
CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,ENSINO PROFISSIONALIZANTE
CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CIÊNCIA POLÍTICA,TEORIA POLÍTICA
