Instituição(IES),Nome do Curso,Grau,Modalidade,CC,CPC,ENADE,Situação
CASTELLI ESH,HOTELARIA,Bacharelado,Presencial,5,2,3,Em Atividade
CATÓLICA DE ANÁPOLIS,ÉTICA E MARKETING EM VENDAS,Sequencial,Presencial,-,-,-,Em Atividade
CATÓLICA DE ANÁPOLIS,TEOLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
CATÓLICA DE ANÁPOLIS,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
CATÓLICA DE ANÁPOLIS,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,4,3,2,Em Atividade
CATÓLICA DE ANÁPOLIS,GESTÃO AMBIENTAL,Tecnológico,Presencial,3,SC,SC,Em Atividade
CATÓLICA DE ANÁPOLIS,FILOSOFIA,Licenciatura,Presencial,4,3,3,Em Atividade
CATÓLICA DE ANÁPOLIS,ENSINO DE ARTES,Sequencial,Presencial,-,-,-,Em Atividade
CATÓLICA DE ANÁPOLIS,ADMINISTRAÇÃO,Bacharelado,Presencial,4,2,2,Em Atividade
Católica em Jaraguá,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,-,-,4,Em Atividade
Católica em Jaraguá,PRODUÇÃO TÊXTIL,Tecnológico,Presencial,-,-,-,Em Extinção
Católica em Jaraguá,PROCESSOS GERENCIAIS,Tecnológico,Presencial,-,-,-,Extinto
Católica em Jaraguá,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
Católica em Jaraguá,MODA,Bacharelado,Presencial,-,2,2,Em Atividade
Católica em Jaraguá,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,-,3,3,Em Atividade
Católica em Jaraguá,GESTÃO AMBIENTAL,Tecnológico,Presencial,-,SC,SC,Em Atividade
Católica em Jaraguá,GESTÃO AMBIENTAL,Tecnológico,Presencial,-,-,-,Extinto
Católica em Jaraguá,FABRICAÇÃO MECÂNICA,Tecnológico,Presencial,-,SC,2,Em Atividade
Católica em Jaraguá,ENGENHARIA MECÂNICA,Bacharelado,Presencial,-,4,3,Em Atividade
Católica em Jaraguá,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,3,3,Em Atividade
Católica em Jaraguá,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,3,2,Em Atividade
Católica em Jaraguá,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,3,3,Em Extinção
Católica em Jaraguá,ENGENHARIA DE ALIMENTOS,Bacharelado,Presencial,-,SC,2,Em Extinção
Católica em Jaraguá,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Jaraguá,ELETRÔNICA INDUSTRIAL,Tecnológico,Presencial,-,-,-,Em Extinção
Católica em Jaraguá,DIREITO,Bacharelado,Presencial,-,4,4,Em Atividade
Católica em Jaraguá,DESIGN,Bacharelado,Presencial,-,2,3,Em Atividade
Católica em Jaraguá,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,3,Em Atividade
Católica em Jaraguá,AUTOMAÇÃO INDUSTRIAL,Tecnológico,Presencial,-,3,4,Em Atividade
Católica em Jaraguá,ARQUITETURA E URBANISMO,Bacharelado,Presencial,-,SC,3,Em Extinção
Católica em Jaraguá,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,-,3,2,Em Atividade
Católica em Jaraguá,ALIMENTOS,Tecnológico,Presencial,-,-,-,Em Atividade
Católica em Jaraguá,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
Católica em Jaraguá,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Extinção
Católica em Jaraguá,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
Católica em Joinvile,TEOLOGIA,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,NUTRIÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,ENGENHARIA MECÂNICA,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,DIREITO,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,BIOMEDICINA,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,ARQUITETURA E URBANISMO,Bacharelado,Presencial,-,-,-,Em Atividade
Católica em Joinvile,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CATÓLICA-SJC,TEOLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
CBES,RADIOLOGIA,Tecnológico,Presencial,3,3,3,Em Atividade
CBES,ENFERMAGEM,Bacharelado,Presencial,-,-,-,Em Atividade
CBES,ADMINISTRAÇÃO,Bacharelado,Presencial,5,3,3,Em Atividade
CBM,TURISMO,Bacharelado,Presencial,-,SC,2,Em Extinção
CBM,TRADUTOR EM INGLÊS,Sequencial,Presencial,-,-,-,Em Atividade
CBM,TEATRO,Bacharelado,Presencial,-,3,4,Em Extinção
CBM,SISTEMAS PARA INTERNET E REDE,Tecnológico,Presencial,-,-,4,Em Atividade
CBM,SISTEMAS PARA INTERNET,Tecnológico,Presencial,4,-,-,Em Atividade
CBM,SISTEMAS INFORMATIZADOS - INTERNET E REDES,Sequencial,Presencial,-,-,-,Em Extinção
CBM,SERVIÇO SOCIAL,Bacharelado,Presencial,4,4,4,Em Atividade
CBM,PUBLICIDADE E PROPAGANDA - CRIAÇÃO E PRODUÇÃO,Sequencial,Presencial,-,-,-,Em Atividade
CBM,PUBLICIDADE E PROPAGANDA,Bacharelado,Presencial,5,2,2,Em Atividade
CBM,PSICOLOGIA,Bacharelado,Presencial,-,-,-,Em Atividade
CBM,PRODUÇÃO AUDIOVISUAL,Tecnológico,Presencial,-,-,-,Em Atividade
CBM,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Atividade
CBM,MEDICINA VETERINÁRIA,Bacharelado,Presencial,3,3,3,Em Atividade
CBM,MEDICINA,Bacharelado,Presencial,3,3,3,Em Atividade
CBM,MARKETING,Tecnológico,Presencial,4,3,3,Em Atividade
CBM,LOGÍSTICA,Tecnológico,Presencial,4,SC,4,Em Atividade
CBM,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,-,3,3,Em Atividade
CBM,LETRAS,Licenciatura,Presencial,-,-,-,Extinto
CBM,JORNALISMO,Bacharelado,Presencial,5,3,3,Em Atividade
CBM,JOGOS DIGITAIS,Tecnológico,Presencial,3,-,-,Em Atividade
CBM,HOTELARIA E EVENTOS,Sequencial,Presencial,-,-,-,Em Atividade
CBM,HISTÓRIA,Licenciatura,Presencial,-,4,4,Em Atividade
CBM,GESTÃO FINANCEIRA,Tecnológico,Presencial,4,3,3,Em Atividade
CBM,GESTÃO EM LOGÍSTICA,Tecnológico,Presencial,-,-,-,Extinto
CBM,GESTÃO EM INSTITUIÇÕES FINANCEIRAS,Sequencial,Presencial,-,-,-,Extinto
CBM,GESTÃO DE RECURSOS HUMANOS,Sequencial,Presencial,-,-,-,Em Atividade
CBM,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,4,3,3,Em Atividade
CBM,GESTÃO DE MICRO E PEQUENAS EMPRESAS,Sequencial,Presencial,-,-,-,Em Extinção
CBM,GESTÃO DE AGRONEGÓCIOS,Sequencial,Presencial,-,-,-,Extinto
CBM,GESTÃO DA QUALIDADE E SEGURANÇA DO TRABALHO,Sequencial,Presencial,-,-,-,Em Atividade
CBM,GESTÃO AMBIENTAL,Sequencial,Presencial,-,-,-,Extinto
CBM,GESTÃO AMBIENTAL,Tecnológico,Presencial,-,-,-,Extinto
CBM,GERÊNCIA DE MARKETING E VENDAS,Sequencial,Presencial,-,-,-,Em Atividade
CBM,GEOGRAFIA,Licenciatura,Presencial,-,4,4,Em Atividade
CBM,GASTRONOMIA - GESTÃO DE ALIMENTOS E BEBIDAS,Sequencial,Presencial,-,-,-,Em Extinção
CBM,GASTRONOMIA,Tecnológico,Presencial,4,SC,SC,Em Atividade
CBM,FISIOTERAPIA,Bacharelado,Presencial,3,3,3,Em Atividade
CBM,FISIOTERAPIA,Bacharelado,Presencial,4,3,3,Em Atividade
CBM,FARMÁCIA,Bacharelado,Presencial,3,3,3,Em Atividade
CBM,FARMÁCIA,Bacharelado,Presencial,4,3,3,Em Atividade
CBM,ESTÉTICA E COSMÉTICA,Tecnológico,Presencial,4,-,-,Em Atividade
CBM,ENGENHARIA AMBIENTAL,Bacharelado,Presencial,-,-,-,Em Atividade
CBM,ENFERMAGEM E OBSTETRÍCIA,Bacharelado,Presencial,3,4,3,Em Extinção
CBM,ENFERMAGEM E OBSTETRÍCIA,Bacharelado,Presencial,4,4,3,Em Extinção
CBM,ENFERMAGEM,Bacharelado,Presencial,-,4,3,Em Atividade
CBM,ENFERMAGEM,Bacharelado,Presencial,4,4,3,Em Atividade
CBM,EDUCAÇÃO ARTÍSTICA,Licenciatura,Presencial,3,-,-,Em Extinção
CBM,DIREITO,Bacharelado,Presencial,4,3,3,Em Atividade
CBM,DESIGN GRÁFICO,Tecnológico,Presencial,4,-,-,Em Atividade
CBM,DESIGN DE INTERIORES,Sequencial,Presencial,-,-,-,Em Atividade
CBM,CURSO SUPERIOR DE FORMAÇÃO ESPECÍFICA EM CONTROLADORIA E FINANÇAS,Sequencial,Presencial,-,-,-,Em Atividade
CBM,COSMETOLOGIA E ESTÉTICA,Sequencial,Presencial,3,-,-,Em Atividade
CBM,COMÉRCIO EXTERIOR,Sequencial,Presencial,-,-,-,Em Atividade
CBM,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
CBM,CIÊNCIAS BIOLÓGICAS: MODALIDADE MÉDICA,Bacharelado,Presencial,-,3,2,Em Extinção
CBM,CIÊNCIAS BIOLÓGICAS: MODALIDADE MÉDICA,Bacharelado,Presencial,3,3,2,Em Extinção
CBM,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,4,-,-,Em Atividade
CBM,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,SC,3,Em Atividade
CBM,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Extinto
CBM,CIÊNCIAS,Licenciatura,Presencial,-,-,SC,Em Extinção
CBM,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,4,3,Em Atividade
CBM,BIOMEDICINA,Bacharelado,Presencial,-,3,3,Em Atividade
CBM,AUDIOVISUAL - CRIAÇÃO E PRODUÇÃO,Sequencial,Presencial,-,-,-,Em Extinção
CBM,ARTES CÊNICAS,Bacharelado,Presencial,-,3,4,Em Extinção
CBM,ARQUITETURA E URBANISMO,Bacharelado,Presencial,-,3,2,Em Atividade
CBM,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,3,-,-,Em Atividade
CBM,AGRONEGÓCIO,Tecnológico,Presencial,3,-,-,Em Extinção
CBM,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
CBM/CEU,MÚSICA,Bacharelado,Presencial,-,-,-,Em Atividade
CBM/CEU,MÚSICA,Bacharelado,Presencial,-,3,3,Em Atividade
CBM/CEU,MÚSICA,Bacharelado,Presencial,-,-,-,Em Extinção
CBM/CEU,MÚSICA,Bacharelado,Presencial,-,3,3,Em Extinção
CBM/CEU,MÚSICA,Licenciatura,Presencial,-,-,-,Em Atividade
CBM/CEU,MÚSICA,Licenciatura,Presencial,-,3,3,Em Atividade
CBM/CEU,MÚSICA,Licenciatura,Presencial,-,-,-,Em Extinção
CBTA,MATEMÁTICA,Licenciatura,A Distância,3,-,3,Em Atividade
CBTA,MARKETING,Tecnológico,A Distância,3,SC,3,Em Atividade
CBTA,MARKETING,Tecnológico,Presencial,4,3,3,Em Atividade
CBTA,LOGÍSTICA,Tecnológico,A Distância,3,-,3,Em Atividade
CBTA,LOGÍSTICA,Tecnológico,Presencial,-,3,3,Em Atividade
CBTA,HISTÓRIA,Licenciatura,A Distância,3,-,4,Em Atividade
CBTA,GESTÃO FINANCEIRA,Tecnológico,A Distância,3,SC,3,Em Atividade
CBTA,GESTÃO FINANCEIRA,Tecnológico,Presencial,-,SC,3,Em Atividade
CBTA,GESTÃO DE RECURSOS HUMANOS,Tecnológico,A Distância,3,SC,3,Em Atividade
CBTA,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,-,3,3,Em Atividade
CBTA,GESTÃO DA QUALIDADE,Tecnológico,A Distância,3,-,-,Em Atividade
CBTA,GESTÃO DA PRODUÇÃO INDUSTRIAL,Tecnológico,Presencial,4,2,3,Em Atividade
CBTA,GESTÃO AMBIENTAL,Tecnológico,Presencial,4,3,3,Em Atividade
CBTA,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,4,SC,2,Em Atividade
CBTA,ADMINISTRAÇÃO,Bacharelado,Presencial,3,-,-,Em Atividade
CDMSP,MÚSICA,Bacharelado,Presencial,-,-,-,Em Atividade
CDMSP,MÚSICA,Bacharelado,Presencial,-,-,SC,Em Atividade
CEAP,SECRETARIADO EXECUTIVO,Bacharelado,Presencial,4,-,-,Em Atividade
CEAP,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,4,-,SC,Em Atividade
CEAP,DIREITO,Bacharelado,Presencial,4,3,3,Em Atividade
CEAP,DESIGN,Bacharelado,Presencial,4,3,3,Em Atividade
CEAP,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,SC,2,Em Atividade
CEAP,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,4,3,2,Em Atividade
CEAP,ARQUITETURA E URBANISMO,Bacharelado,Presencial,3,3,3,Em Atividade
CEAP,ADMINISTRAÇÃO,Bacharelado,Presencial,4,3,3,Em Atividade
CECAP,TURISMO,Bacharelado,Presencial,-,SC,2,Em Atividade
CECAP,SECRETARIADO EXECUTIVO,Bacharelado,Presencial,-,2,2,Em Atividade
CECAP,ADMINISTRAÇÃO,Bacharelado,Presencial,-,2,2,Em Atividade
CECAP,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Extinção
CECAP,ADMINISTRAÇÃO,Bacharelado,Presencial,-,2,2,Em Extinção
CECAP,ADMINISTRAÇÃO,Bacharelado,Presencial,3,2,2,Em Extinção
CEDEPE,ADMINISTRAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
CEFET/MG,RADIOLOGIA,Tecnológico,Presencial,4,SC,3,Em Extinção
CEFET/MG,QUÍMICA TECNOLÓGICA,Bacharelado,Presencial,4,4,4,Em Atividade
CEFET/MG,PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTE,Licenciatura,Presencial,-,-,-,Em Atividade
CEFET/MG,NORMALIZAÇÃO E QUALIDADE INDUSTRIAL,Tecnológico,Presencial,-,-,-,Em Extinção
CEFET/MG,LETRAS,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/MG,ENGENHARIA MECÂNICA,Bacharelado,Presencial,4,3,4,Em Atividade
CEFET/MG,ENGENHARIA MECATRÔNICA,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/MG,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,5,3,3,Em Atividade
CEFET/MG,ENGENHARIA DE PRODUÇÃO CIVIL,Bacharelado,Presencial,-,3,3,Em Atividade
CEFET/MG,ENGENHARIA DE MINAS,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/MG,ENGENHARIA DE MATERIAIS,Bacharelado,Presencial,4,-,-,Em Atividade
CEFET/MG,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
CEFET/MG,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/MG,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Presencial,5,4,4,Em Atividade
CEFET/MG,ENGENHARIA DE AUTOMAÇÃO INDUSTRIAL,Bacharelado,Presencial,4,3,3,Em Atividade
CEFET/MG,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/MG,ENGENHARIA AMBIENTAL E SANITÁRIA,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/MG,ADMINISTRAÇÃO,Bacharelado,Presencial,4,4,5,Em Atividade
CEFET/RJ,SISTEMAS PARA INTERNET,Tecnológico,Presencial,3,-,-,Em Atividade
CEFET/RJ,SISTEMAS DE INFORMAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/RJ,LÍNGUAS ESTRANGEIRAS APLICADAS ÀS NEGOCIAÇÕES INTERNACIONAIS,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/RJ,GESTÃO DE TURISMO,Tecnológico,A Distância,-,-,-,Em Atividade
CEFET/RJ,GESTÃO DE TURISMO,Tecnológico,Presencial,3,SC,SC,Em Atividade
CEFET/RJ,GESTÃO DE TURISMO,Tecnológico,Presencial,4,SC,SC,Em Atividade
CEFET/RJ,GESTÃO AMBIENTAL,Tecnológico,Presencial,-,4,5,Em Atividade
CEFET/RJ,FÍSICA,Licenciatura,Presencial,-,-,-,Em Atividade
CEFET/RJ,ENGENHARIA MECÂNICA,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/RJ,ENGENHARIA MECÂNICA,Bacharelado,Presencial,-,2,2,Em Atividade
CEFET/RJ,ENGENHARIA INDUSTRIAL ELÉTRICA,Bacharelado,Presencial,-,-,-,Extinto
CEFET/RJ,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,2,2,Em Atividade
CEFET/RJ,ENGENHARIA ELETRÔNICA,Bacharelado,Presencial,-,2,2,Em Atividade
CEFET/RJ,ENGENHARIA DE TELECOMUNICAÇÕES,Bacharelado,Presencial,-,3,3,Em Atividade
CEFET/RJ,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
CEFET/RJ,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,3,4,Em Atividade
CEFET/RJ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,-,4,3,Em Atividade
CEFET/RJ,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,4,2,2,Em Atividade
CEFET/RJ,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/RJ,ENGENHARIA DE ALIMENTOS,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/RJ,ENGENHARIA CIVIL,Bacharelado,Presencial,4,-,-,Em Atividade
CEFET/RJ,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CEFET/RJ,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,4,Em Atividade
CEI,RELAÇÕES INTERNACIONAIS,Bacharelado,Presencial,-,-,-,Extinto
CEI,PSICOLOGIA,Bacharelado,Presencial,4,-,-,Em Atividade
CEI,PEDAGOGIA,Licenciatura,Presencial,4,3,2,Em Atividade
CEI,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
CEI,NUTRIÇÃO,Bacharelado,Presencial,4,SC,SC,Em Atividade
CEI,MEDICINA VETERINÁRIA,Bacharelado,Presencial,4,2,2,Em Atividade
CEI,FARMÁCIA,Bacharelado,Presencial,4,3,3,Em Atividade
CEI,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CEI,ENGENHARIA CIVIL,Bacharelado,Presencial,4,-,-,Em Atividade
CEI,ENFERMAGEM,Bacharelado,Presencial,4,2,1,Em Atividade
CEI,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,3,SC,SC,Em Atividade
CEI,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,4,3,3,Em Atividade
CEI,DIREITO,Bacharelado,Presencial,5,3,3,Em Atividade
CEI,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,4,3,3,Em Atividade
CEI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,5,3,3,Em Atividade
CEI,BIOMEDICINA,Bacharelado,Presencial,3,SC,SC,Em Atividade
CEI,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,3,4,4,Em Atividade
CEI,AGRONOMIA,Bacharelado,Presencial,3,3,3,Em Atividade
CEI,ADMINISTRAÇÃO,Bacharelado,Presencial,4,3,2,Em Atividade
CEI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
CENACAP,RADIOLOGIA,Tecnológico,Presencial,3,2,2,Em Atividade
CENACAP,ENFERMAGEM,Bacharelado,Presencial,-,-,-,Em Atividade
CENACAP,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CENTEC,SANEAMENTO AMBIENTAL,Tecnológico,Presencial,3,3,3,Em Atividade
CENTEC,RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL,Tecnológico,Presencial,-,-,-,Em Extinção
CENTEC,RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL,Tecnológico,Presencial,-,-,2,Em Extinção
CENTEC,RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL,Tecnológico,Presencial,-,-,3,Em Extinção
CENTEC,RECURSOS HÍDRICOS E IRRIGAÇÃO,Tecnológico,Presencial,-,-,-,Em Extinção
CENTEC,MANUTENÇÃO INDUSTRIAL,Tecnológico,Presencial,3,-,3,Em Atividade
CENTEC,IRRIGAÇÃO E DRENAGEM,Tecnológico,Presencial,3,-,-,Em Atividade
CENTEC,ELETROMECÂNICA,Tecnológico,Presencial,-,-,-,Em Extinção
CENTEC,ALIMENTOS,Tecnológico,Presencial,3,3,4,Em Atividade
CENTEC,ALIMENTOS,Tecnológico,Presencial,-,-,-,Em Extinção
CENTEC,ALIMENTOS,Tecnológico,Presencial,-,-,3,Em Extinção
CENTEC,ALIMENTOS,Tecnológico,Presencial,-,-,4,Em Extinção
CENTEFF,FARMÁCIA,Bacharelado,Presencial,-,-,-,Extinto
CENTEFF,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,3,-,-,Em Atividade
CENTEFF,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,3,-,-,Em Atividade
CENTES,SECRETARIADO,Tecnológico,Presencial,4,-,-,Em Atividade
CENTES,REDES DE COMPUTADORES,Tecnológico,Presencial,4,-,-,Em Atividade
CENTES,MARKETING,Tecnológico,Presencial,4,-,-,Em Atividade
CENTES,LOGÍSTICA,Tecnológico,Presencial,2,-,-,Em Atividade
CENTES,GESTÃO FINANCEIRA,Tecnológico,Presencial,3,-,-,Em Atividade
CENTES,GESTÃO DE SEGURANÇA PRIVADA,Tecnológico,Presencial,4,-,-,Em Atividade
CENTES,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,4,-,-,Em Atividade
CENTES,EVENTOS,Tecnológico,Presencial,4,-,-,Em Atividade
CENTES,BIOENERGIA,Tecnológico,Presencial,4,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,TURISMO,Bacharelado,Presencial,3,SC,4,Em Extinção
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,SISTEMAS PARA INTERNET,Tecnológico,Presencial,4,-,-,Em Extinção
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,SISTEMAS AUTOMOTIVOS,Tecnológico,Presencial,3,-,-,Em Extinção
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,RELAÇÕES INTERNACIONAIS,Bacharelado,Presencial,4,3,3,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,REDES DE COMPUTADORES,Tecnológico,Presencial,3,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,PRODUÇÃO SUCROALCOOLEIRA,Tecnológico,Presencial,4,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,PEDAGOGIA,Licenciatura,Presencial,-,4,3,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,MARKETING,Tecnológico,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,LOGÍSTICA,Tecnológico,Presencial,3,2,1,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,GESTÃO PÚBLICA,Tecnológico,Presencial,3,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,GESTÃO HOSPITALAR,Tecnológico,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,GESTÃO FINANCEIRA,Tecnológico,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,FISIOTERAPIA,Bacharelado,Presencial,4,SC,SC,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,ENGENHARIA MECÂNICA,Bacharelado,Presencial,3,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,3,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,ENFERMAGEM,Bacharelado,Presencial,4,SC,SC,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,DIREITO,Bacharelado,Presencial,-,2,1,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,DESIGN DE INTERIORES,Tecnológico,Presencial,4,-,-,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,DESIGN,Bacharelado,Presencial,2,SC,4,Em Extinção
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Bacharelado,Presencial,4,3,3,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,2,Em Atividade
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,3,3,2,Em Atividade
